Author,Date,Title,Journal,Journal ID,Volume,Page Start,Page End,Keword,Keword2,Reprint,LookupNumber,PDF
"McCafferty, W.P.",2004,"Contribution to the systematics of ^Leucrocuta^, ^Nixe^, and related genera (Ephemeroptera: Heptageniidae).",,376,130,1,9,"Heptageniidae, Leucrocuta, Nixe, Ecdyonurus, taxonomy",,0,897,0
"McCafferty, W.P.",2003,New nomenclatural applications for certain African Heptageniidae (Ephemeroptera).,,309,105,792,793,"Heptageniidae, Africa, Thalerosphyrus",,0,900,0
"McCafferty, W.P.",1971.,New burrowing mayflies from Africa.,,1918,34,57,62,"Africa, Ephemeridae, Eatonica, Ephemera",,0,912,1
"McCafferty, W.P.",1973.,Systematic and zoogeographic aspects of Asiatic Ephemeridae (Ephemeroptera),,284,7,49,67,"Eatonigenia, Ephemeridae, Oriential region, zoogeography, Hexagenia, India, Thailand",,0,953,0
"McCafferty, W.P.",1991.,Synopsis of the Oriental mayfly genus ^Eatonigenia^ (Ephemeroptera: Ephemeridae),,284,25,179,181,"Ephemeridae, Eatonigenia, Asia",,0,954,1
"McCafferty, W.P.",2004.,Higher classification of the burrowing mayflies (Ephemeroptera: Scapphodonta).,,141,115,84,92,"Ephemeridae, phylogeny",,0,958,0
"McCafferty, W.P.",2005.,"^Tanzaniops^, replacement name for certain African Baetidae (Ephemeroptera)",,309,107,238,,"Baetidae, Tanzaniops, Tanzaniella, Africa, homonym",,0,963,0
"McCafferty, W.P.",2006.,Rediscovery of ^Fallceon eatoni^ (Kimmins) (Ephemeroptera: Baetidae).,,309,108,248,,"Baetidae, Fallceon eatoni",,0,1044,0
"McCafferty, W.P.",2007.,Scientific Note: Orthography and distribution of ^Paraleptophlebia packii^ (Ephemeroptera: Leptophlebiidae) in Western North America.,,141,118,311,312,"Leptophlebiidae, Paraleptophlebia packii, packi",,0,1099,0
"McCafferty, W.P.",2007.,"Note: Revalidation of ^Fallceon sonora^ (Allen and Murvosh), n. comb. (Ephemeroptera: Baetidae).",,309,109,259,260,"Baetidae, Fallceon sonora",,0,1100,1
"McCafferty, W.P.",2007.,Two new species synonyms in North American ^Baetis^ Leach (Ephemeroptera: Baetidae).,,309,109,735,736,"Baetidae, Baetis parallelus, Baetis tricaudatus, caurinus, flavistrga",PDF,0,1122,1
"Mccafferty, W.P.",2010,A new species of Maccaffertium Bednarik (Ephemeroptera: Heptageniidae) from Southeastern U.S.A.,Transactions of The American Entomological Society,,136,217,219,"Heptageniidae, Macaffertium appaloosa, Tennessee",,0,1168,0
"McCafferty, W.P. and A.V. Provonsha.",1978.,The Ephemeroptera of mountainous Arkansas.,,214,51,360,373,"Ephemeroptera, Arkansas, biogeography, Siphlonuridae, Isonychiidae, Baetidae, Heptageniidae, Caenidae, Ephemerellidae, Tricorythidae, Leptophlebiidae, Potamanthidae, Polymitarcyidae, Ephemeridae, Palingeniidae",,0,93,1
"McCafferty, W.P. and A.V. Provonsha.",1985.,Systematics of Anepeorus (Ephemeroptera: Heptageniidae).,,175,18,18,6,"Ephemeroptera, Heptageniidae, Anepeorus, systematics",,0,97,1
"McCafferty, W.P. and A.V. Provonsha.",1984.,The first adult of ^Spinadis^ (Ephemeroptera: Heptageniidae).,,141,95,173,179,"Ephemeroptera, Heptageniidae, Spinadis, systematics",,0,98,1
"McCafferty, W.P. and A.V. Provonsha.",1988.,Revisionary notes on predaceous Heptageniidae based on larval and adult associations (Ephemeroptera).,,175,21,21,17,"Ephemeroptera, Heptageniidae, revision, Spinadis, Anepeorus, Acanthomola, Raptoheptagenia,Heptagenia",,0,100,1
"McCafferty, W.P. and A.V. Provonsha.",1986.,Comparative mouthpart morphology and evolution of the carnivorous Heptageniidae (Ephemeroptera).,,423,8,83,89,"Ephemeroptera, Heptageniidae, ecology, Anepeorus, Spinadis, Pseudiron",,0,102,0
"McCafferty, W.P. and A.V. Provonsha.",1975.,Reinstatement and biosystematics of ^Heterocloeon^ McDunnough (Ephemeroptera: Baetidae).,,210,10,123,127,"Ephemeroptera, Baetidae, Heterocloeon, Taxonomy",,0,242,1
"McCafferty, W.P. and A.V. Provonsha.",1993.,"New species, subspecies, and stage descriptions of Texas Baetidae (Ephemeroptera).",,309,95,59,69,"Ephemeroptera, Baetidae, Baetodes, bibranchius, alleni, Procloeon, texanum, Callibaetis, montanus, punctilusus, Texas",,1,244,0
"McCafferty, W.P. and A.V. Provonsha.",1984.,The first adult of ^Spinadis^ (Ephemeroptera: Heptageniidae),,141,95,173,179,"Heptageniidae, Spinadis",,1,262,0
"McCafferty, W.P. and B.C. Kondratieff.",1999.,Additions to the South Dakota Ephemeroptera.,,141,110,190,191,"South Dakota, Baetidae, Ephemerellidae, Heptageniidae, Leptophlebiidae",,1,575,0
"McCafferty, W.P. and B.C. Kondratieff.",1999.,New species of ^Paraleptophlebia^ (Ephemeroptera: Leptophlebiidae) from Idaho and Washington.,,141,110,271,220,"Leptophlebiidae, Paraleptophlebia jenseni, new species",,0,778,0
"McCafferty, W.P. and B.L Huff, Jr.",1978,The life cycle of the mayfly ^Stenacron interpunctatum^ (Ephemeroptera: Heptageniidae),,175,11,209,216,"life cycle, life history, Stenacron, Heptageniidae, mayfly, Ephemeroptera",,0,6,1
"McCafferty, W.P. and C. Pereira.",1984.,Effects of developmental thermal regimes on two mayfly species and their taxonomic interpretation.,,15,77,69,87,"Ephemeroptera, Heptageniidae, Stenacron interpunctatum, Ephemeridae, Hexagenia limbata, ecophenotypes, ecology, thermal regimes",,0,337,1
"McCafferty, W.P. and C.R. Lugo-Ortiz.",1992.,Registros nuevos y notas sobre los Ephemeroptera de Nicaragua.,,1580,19,1,7,"Ephemeroptera, Nicaragua, Central America, Caenis Caenidae, Polymitarcyidae, Campsurus, Baetidae, Callibaetis",,1,345,0
"McCafferty, W.P. and C.R. Lugo-Ortiz.",1994.,Taxonomic status of three species of ^Fallceon^ (Ephemeroptera: Baetidae).,,141,105,161,163,"Ephemeroptera, Baetidae, Fallceon, poeyi, Centroptilum, nikitati, eatoni",,0,346,1
"McCafferty, W.P. and C.R. Lugo-Ortiz.",1995.,"^Cloeodes hydation^, n. sp. (Ephemeroptera: Baetidae): an extraordinary, drought tolerant mayfly from Brazil.",,141,106,29,35,"Ephemeroptera, Baetidae, Cloeodes hydation, Brazil, systematics",,1,432,1
"McCafferty, W.P. and C.R. Lugo-Ortiz.",1996.,Los Efemeropteros (Ephemeroptera) de America Central.,,1580,35,19,28,"Central America, Ephemeroptera",,0,508,1
"McCafferty, W.P. and C.R. Lugo-Ortiz.",1998.,The adult of ^Moribaetis macaferti^ (Ephemeroptera: Baetidae).,,141,109,117,121,"Baetidae, Moribaetis macaferti",,0,547,1
"McCafferty, W.P. and D.W. Bloodgood.",1989.,The female and male coupling apparatus in ^Tortopus^ mayflies.,,423,11,141,146,"Ephemeroptera, coupling apparatus, reproduction",,0,67,1
"McCafferty, W.P. and D.W. Bloodgood.",1985.,A case of albinism in Ephemeroptera.,,141,95,119,120,"Ephemeroptera, genetics",,0,128,1
"McCafferty, W.P. and David R. Lenat.",2003.,A new Nearctic ^Paracloeodes^ (Ephemeroptera: Baetidae),,141,114,33,36,"Baetidae, paracloeodes fleeki, North Carolina",,0,857,1
"McCafferty, W.P. and E.L. Silldorff.",1998.,Reared association and equivalency of ^Baetis adonis^ and ^B. caelestis^ (Ephemeroptera: Baetidae).,,141,109,261,265,"Baetidae, Baetis adonis, caelestis",,0,679,0
"McCafferty, W.P. and G.F. Edmunds, Jr.",1979.,The higher classification of the Ephemeroptera and its evolutionary basis.,,15,75,5,12,"Ephemeroptera, classification, taxonomy, systematics, evolution, biogeography",,0,365,1
"McCafferty, W.P. and G.F. Edmunds, Jr.",1997.,Critical commentary on the genus ^Siphlonisca^ (Ephemeroptera: Siphlonuridae).,,141,108,141,147,"Siphlonuridae, Siphlonisca aerodromia",,0,518,1
"McCafferty, W.P. and G.F. Edmunds, Jr.",1973.,Subgeneric classification of ^Ephemera^.,,323,49,300,307,"Ephemeridae, Ephemera",,1,790,1
"McCafferty, W.P. and J.F. MacDonald",1994.,"New records of Ephemeroptera in Utah, with notes on biogeography.",,141,105,217,221,"Ephemeroptera, Utah, Baetis flavistriga, Choroterpes inornata, Baetidae, Leptophlebiidae",,0,392,1
"McCafferty, W.P. and J.R. Davis, and J.M. Webb.",2006.,"New and notable records of flatheaded mayfly species (Ephemeroptera: Heptageniidae) from Texas, U.S.A.",,141,117,272,275,"Texas, Heptageniidae",,0,1075,0
"McCafferty, W.P. and J.R. Davis.",2001.,"Texas Caeninae (Ephemeroptera: Caenidae), with description of a new species.",,309,103,349,355,"Texas, Caenidae, new species",,1,701,0
"McCafferty, W.P. and Jack R. Davis.",1992.,New and additional records of small minnow mayflies (Ephemeroptera: Baetidae) from Texas.,,141,103,199,209,"Ephemeroptera, Baetidae, Texas, biogeography",,1,192,1
"McCafferty, W.P. and Jorge A. Santiago-Blay.",2008.,A new cretaceous mayfly from Burmese amber (Ephemeroptera: Australiphemeridae).,,141,119,492,496,"Australiphemeridae, Nanophemera myanmarensis, Burmese amber, Cretaceous",,0,1117,0
"McCafferty, W.P. and L. Sun.",2005.,^Mystaxiops^:  A new genus of small minnow mayflies (Ephemeroptera: Baetidae) from Papua New Guinea.,,309,107,536,542,"Baetidae, Mystaxiops, New Guinea, new genus",,0,981,0
"McCafferty, W.P. and L.M. Jacobus.",2001.,Revsions to ^Plauditus cestus^ and ^P. gloveri^ (Ephemeroptera: Baetidae).,,141,112,305,310,"Baetidae, Plauditus cestus, gloveri, sister species",,1,788,0
"McCafferty, W.P. and L.M. Jacobus.",2006.,A new Oriental species of ^Behningia^ Lestage (Ephemeroptera: Behningiidae).,Journal of Insect Science,,6,1,4,"Thailand, Behningia baei, new species",PDF,0,1094,1
"McCafferty, W.P. and M.D. Meyer.",2008.,South carolina mayflies (Ephemeroptera).,,376,134,283,335,"South Carolina, survey, biodiversity",PDF,0,1110,1
"McCafferty, W.P. and M.D. Meyer.",2007.,An extreme range extension and disjunction for the Ephemeroptera Family Potamanthidae in North America.,,309,109,737,738,"Potamanthidae, Anthopotamus verticis",PDF,0,1123,1
"McCafferty, W.P. and M.T. Gillies.",1979.,The African Ephemeridae (Ephemeroptera).,,423,3,169,178,"Ephemeridae, Afromera, Africa",,1,921,0
"McCafferty, W.P. and R.D. Waltz.",1991,Revisionary synopsis of the Baetidae (Ephemeroptera) of North and Middle America.,,376,116,769,799,"Ephemeroptera, Baetidae, systematics, revision",,0,20,1
"McCafferty, W.P. and R.D. Waltz.",1995.,"^Labiobaetis^ (Ephemeroptera: Baetidae): new status, new North American species, and related new genus.",,141,106,19,28,"Ephemeroptera, Baetidae, Labiobaetis apache, Baetis propinquus group, Cymulabaetis, systematics, taxonomy",,1,433,1
"McCafferty, W.P. and R.D. Waltz.",1986.,"^Baetis magnus^, new species, formal new name for ^Baetis^ sp. B of Morihara and McCafferty (Ephemeroptera: Baetidae).",,309,88,604,,"Baetidae, Baetis magnus",,0,515,1
"McCafferty, W.P. and R.D. Waltz.",1998.,A new species of the small minnow mayfly genus ^Plauditus^ (Ephemeroptera: Baetidae) from South Carolina.,,141,109,354,356,"Baetidae, Plauditus, gloveri, South Carolina",,0,670,0
"McCafferty, W.P. and R.P. Randolph.",1998.,Canada Mayflies: A Faunistic compendium.,,306,129,47,97,"Canada, biodiversity, taxa list",,1,688,0
"McCafferty, W.P. and R.P. Randolph.",2000.,Further contributions to the spatulate clawed Baetidae (Ephemeroptera).,,141,111,259,264,"Baetiae, Camelobaetidius",,1,716,0
"McCafferty, W.P. and T. Hubbard.",1998.,Additions to Iowa mayflies (Ephemeroptera).,,141,109,268,,"Iowa, new records",,0,680,0
"McCafferty, W.P. and T.-Q. Wang.",1994.,Phylogenetics and the classification of the ^Timpanoga^ complex (Ephemeroptera: Ephemerellidae.,,1509,13,569,579,"Ephemeroptera, Ephemerellidae, Timpanoga, phylogenetics, systematics",,1,402,1
"McCafferty, W.P. and T.-Q. Wang.",1995.,A new genus and species of Tricorythidae (Ephemeroptera: Pannota) from Madagascar.,,1871,31,179,183,"Tricorythidae, Provonshaka, Madagascar",,1,625,0
"McCafferty, W.P. and T.-Q. Wang.",1997.,Phylogenetic systematics of the family Teloganodidae (Ephemeroptera: Pannota).,,1852,19,387,437,"systematics, cladistics, Teloganodidae, Nadinella",,1,626,0
"McCafferty, W.P. and T.-Q. Wang.",2000.,Phylogenetic systematics of the major lineages of Pannote mayflies (Ephemeroptera: Pannota),,376,126,9,101,"Pannota, systematics, phylogenetics",,1,746,0
"McCafferty, W.P. and T.H. Klubertanz.",1994.,^Camelobaetidius^ (Ephemeroptera: Baetidae) in Indiana and Iowa: new species and range extension.,,309,96,67,43,"Ephemeroptera, Baetidae, Camelobaetidius waltzi, Indiana, Iowa",,1,91,1
"McCafferty, W.P. and Y.J. Bae.",1990,"^Anthopotamus^, a new genus for North American species previously known as ^Potamanthus^ (Ephemeroptera: Potamanthidae).",,141,100,200,202,"Ephemeroptera, Potamanthidae, Anthopotamus, Potamanthus, systematics",,0,39,1
"McCafferty, W.P. and Y.J. Bae.",1992.,Taxonomic status of historically confused species of Potamanthidae and Heptageniidae (Ephemeroptera).,,309,94,169,171,"Ephemeroptera, Heptagneiidae, Potamanthidae, systematics",,0,113,1
"McCafferty, W.P., C.R. Lugo-Ortiz, A.V. Provonsha and T.-Q. Wang.",1997.,"Los Efemeropteros de Mexico: I. Classificaion superior, diagnosis of families y composicion.",,1821,4,1,29,"Mexico, family key",,1,700,0
"McCafferty, W.P., C.R. Lugo-Ortiz, and G.Z. Jacobi.",1997.,Mayfly fauna of New Mexico.,,609,57,283,314,"New Mexico, Ephemeroptera",,1,541,0
"McCafferty, W.P., C.R. Lugo-Ortiz, and H.M. Barber-James.",1997.,"^Micksiops^, a new genus of small minnow mayflies (Ephemeroptera: Baetidae) from Africa.",,141,108,363,366,"Baetidae, Micksiops, Africa, Guinea, Kenya, South Africa",,1,644,1
"McCafferty, W.P., D.E. Baumgardner, and J.L. Guenther.",2004.,The Ephemeroptera of Central America. Part 1: Guatemala.,,376,130,201,219,"Guatemala, mayflies, Ephemeroptera, Thraulodes pacaya",,1,960,1
"McCafferty, W.P., D.R. Lenat, Luke M. Jacobus., M.D. Meyer",2010,The Mayflies (Ephemeroptera) of the Southeastern United States,Transactions of The American Entomological Society,,136,221,223,,,0,1166,0
"McCafferty, W.P., Edmunds Jr., George F",1979,The higher classification of the Ephemeroptera and its evolutionary basis,Ann. Entomol. Soc. Am.,,72,5,12,"Ephemeroptera, evolution, classification, systematics",,0,1161,0
"McCafferty, W.P., L.M. Jacobus., and T.-Q. Wang.",2003.,Phylogenetics and the reconfirmation of ^Dentatella^ Allen (Ephemeroptera: Ephemerellidae).,,309,105,786,788,"Ephemerellidae, Dentatella, cladistics",,0,860,1
"McCafferty, W.P., M.D. Meyer, and G.T. Lester.",2002.,Significant range extensions for southwestern Nearctic mayflies (Ephemeroptera: Baetidae).,,141,113,211,214,"Southwestern North America, Mexico, new records, range extensions",,0,803,0
"McCafferty, W.P., M.D. Meyer, J.M. Webb, and Luke M. Jacobus.",2004.,New state and provincial records for North American small minnow mayflies (Ephemeroptera: Baetidae).,,141,115,93,100,"new records, Baetidae, distribution",,0,957,0
"McCafferty, W.P., M.D. Meyer, R.P. Randolph, and J.M. Webb.",2008.,Evaluation of mayfly species originally described as ^Baetis^ Leach (Ephemeroptera: Baetidae) from California.,,309,110,577,591,"Baetidae, Baetis",,0,1113,0
"McCafferty, W.P., M.D. Meyer, R.P. Randolph, and J.M. Webb.",2008.,Evaluation of mayfly species originally described as ^Baetis^ Leach (Ephemeroptera: Baetidae) from California.,,309,110,577,591,"Baetidae, Baetis, California, adonis, devinctus, hageni, leechi, moqui, alius, palisadi, sulfurosus",PDF,0,1134,1
"McCafferty, W.P., M.J. Wigle, and R.D. Waltz.",1994.,Systematics and biology of ^Acentrella turbida^ (McDunnough) (Ephemeroptera: Baetidae).,,323,70,301,308,"Ephemeroptera, Baetidae, Acentrella turbida, Acentrella, systematics, taxonomy,",,1,437,1
"McCafferty, W.P., R.D. Waltz, and J.M. Webb.",2009.,"^Acentralla nadineae^, a new species of small minow mayflies (Ephemeroptera: Baetidae).",,309,111,12,17,"Baetidae, Acentrella nadineae, Ohio, new species",,0,1115,0
"McCafferty, W.P., R.D. Waltz, J.M. Webb, and Luke M. Jacobus.",2005.,Revision of ^Heterocloeon^ McDunnough (Ephemeroptera: Baetidae).,,1775,5:35,1,11,"Baetidae, Heterocloeon",,0,1056,1
"McCafferty, W.P., R.K. Heth, R.D. Waltz.",1997.,"Ephemeroptera of Spring Creek, Oklahoma, with remarks on notable records.",,141,108,193,200,"Ephemeroptera, Oklahoma, Baetidae, Caenidae, Leptophlebiidae, Ephemerellidae, Heptageniidae, Siphlonuridae, Isonychiidae, Leptohyphidae",,0,529,1
"McCafferty, W.P., R.S. Durfee, and B.C. Kondratieff.",1993.,Colorado mayflies (Ephemeroptera): An annotated inventory,,1827,38,252,274,"Ephemeroptera, Colorado, biodiversity, Siphlonuridae, Ameletidae, Ameletus, Baetidae, Isonychiidae, Oligoneuriidae, Heptageniidae, Leptophlebiidae, Ephemerellidae, Caenidae",,1,302,1
"McCafferty, W.P., T. Hubbard, T.H. Klubertanz, R.P. Randolph, and M. Birmingham.",2003.*,Mayflies of the Great Plains.  II. Iowa.,,376,129,77,105,"Iowa, biodiversity, survey",,1,917,0
"McCafferty, W.P., T.H. Klubertanz, R.P. Randolph, A.V. Provonsha, H.R. Lawson, and B.C. Kondratieff.",2001.,Mayflies (Ephemeroptera) of the Great Plains. I: Nebraska.,,376,127,5,29,"Nebraska, biodiversity, survey",,1,785,0
"McClure, Richard G. and Kenneth W. Stewart.",1976.,Life Cycle and production of the mayfly ^Choroterpes^ (^Neochoroterpes^) ^mexicanus^ Allen (Ephemeroptera: Leptophlebiidae).,,15,69,134,144,"Ephemeroptera, Leptophlebiidae, Choroterpes, life history, production, life cycle",,0,116,1
"McDunnough, J.",1924,"New Canadian Ephemeridae with notes, II.",,116,56,90,98,"Ephemeroptera, Ephemeridae, Hexagenia, Leptophlebiidae, Leptophlebia, Paraleptophlebia, Baetidae, Centroptilum, Procloeon, Cloeon, Pseudocloeon, Ameletus, Heptageniidae, Heptagenia, systematics, new species, Siphloplecton, Iron, Cinygma",,0,27,1
"McDunnough, J.",1924,"New Canadian Ephemeridae with notes, II.",,116,56,113,133,"Ephemeroptera, Ephemeridae, Hexagenia, Leptophlebiidae, Leptophlebia, Paraleptophlebia, Baetidae, Centroptilum, Procloeon, Cloeon, Pseudocloeon, Ameletus, Heptageniidae, Heptagenia, systematics, new species, Siphloplecton, Iron, Cinygma",,0,28,1
"McDunnough, J.",1932.,New species of North American Ephemeroptera II.,,116,64,209,215,"Leptophlebiidae, Leptophlebia strigula, Pseudocloeon parvulum, Baetisca laurentina, Baetisca lacustris",,0,218,1
"McDunnough, J.",1931.,New species of North American Ephemeroptera.,,116,63,82,93,"Thraulus albertanus, Ephemerella, cornutella, serratoides, subvaria, Pseudocloeon, cingulatum, rubrolaterale, futile, Centroptilum, quaesitum, intermediale, Cloeon triangulifer, Ameletus sparsatus, Siphlonurus autumnalis, inflatus","Pseudiron centralis, Heptagenia, umbratics, rusticalis",0,219,1
"McDunnough, J.",1932.,Further notes on the Ephemeroptera of the North Shore of the Gulf of St. Lawrence.,,116,64,78,81,"Blasturus cupidus, Leptophlebia debilis, Ephemerella aurivillii, funeralis, verisimilis, Baetis brunneicolor, vagans, cingulatus, pygmaeus, Centroptilum album, Cloeon ingens, Parameletus midas, Siphlonurus quebecensis, barbus, bipunctata",,0,221,1
"McDunnough, J.",1925.,"New Canadian Ephemeridae with notes, III.","The Canadian Entomologist 57:168-176, 185-192.",116,57,,,"Neoephemera, Leptophlebia, Ephemerella, Baetis, Heterocloeon, Centroptilum, Cloeon, Siphlonurus, Metretopus, Iron, Aneperous, Ecdyonurus, Heptagenia",,0,224,1
"McDunnough, J.",1923.,New Canadian Ephemeridae with notes.,,116,55,39,50,"Tricorythus atrata, Baetis, intercalaris, propinquus, flavistriga, phoebus, dardanus, nanus, Centroptilum, fragile, curiosum, Cloeon, rubropicta, ingens, punctiventris, chlorops, virilis, Siphlonuriodes croesus, midas, berenice, phyllis, Ameletus validu",,0,225,1
